Company Name;Nome;Código CVM;CNPJ;Segmento;Tickers
IRTHA EMPREENDIMENTOS IMOBILIARIOS S.A.;IRTHA;904458;75120279000146;Não Classificados;N/A
ISA ENERGIA BRASIL S.A;ISA ENERGIA;18376;2998611000104;Energia Elétrica;ISAE3, ISAE4, ISAE-DEB71
ISA INVESTIMENTOS E PARTICIPACOES DO BRASIL S.A.;ISAIBRASIL;904466;26896959000140;Não Classificados;N/A
ISH TECH S.A.;ISHTECHSA;917302;42496531000167;Não Classificados;N/A
ISHARES 0-3 MONTH TREASURY BOND ETF;BKR 0 3M TRS;50821;0;Não Classificados;BSGO39
ISHARES 0-5 YEAR HIGH YIELD CORPORATE BOND ETF;BKR 0 5 YRHY;50826;0;Não Classificados;BHYC39
ISHARES 0-5 YEAR TIPS BOND ETF;BKR STIP;50018;0;Não Classificados;BSTI39
ISHARES 10 YEAR INVESTM GRADE CORPORATE BOND ETF;BKR10PLUSGC;50053;0;Não Classificados;BIGL39
ISHARES 10-20 YEAR TREASURY BOND ETF;BKR 1020Y TB;50048;0;Não Classificados;BTLH39
ISHARES 1-3 YEAR TREASURY BOND ETF;BKR 1 3 YRTR;50301;0;Não Classificados;BSHY39
ISHARES 1-5 YEAR INVESTM GRADE CORPORATE BOND ETF;BKR 1 5YGRCO;50820;0;Não Classificados;BIGS39
ISHARES 20 YEAR TREASURY BOND ETF;BKR 20YR TRS;50319;0;Não Classificados;BTLT39
ISHARES 25 YEAR TREASURY STRIPS BOND ETF;BKR TRSTRIPS;50049;0;Não Classificados;BGOZ39
ISHARES 3-7 YEAR TREASURY BOND ETF;BKR 3 7 YRTR;50289;0;Não Classificados;BIEI39
ISHARES 7-10 YEAR TREASURY BOND ETF;BKR 7 10 YRT;50271;0;Não Classificados;BIYT39
ISHARES AAA - A RATED CORPORATE BOND ETF;BKR A RATED;50014;0;Não Classificados;BQLT39
ISHARES BIOTECHNOLOGY ETF;ICE BIOTECH;79286;0;Não Classificados;BIBB39
ISHARES BITCOIN TRUST;BKR BITCOIN;50036;0;Não Classificados;IBIT39
ISHARES CHINA LARGE-CAP ETF;CHINALARGECA;79600;0;Não Classificados;BFXI39
ISHARES CONVERTIBLE BOND ETF;BKR CNVTIBLE;50004;0;Não Classificados;BICV39
ISHARES CORE AGGRESSIVE ALLOCATION ETF;BKR AGR ALOC;50009;0;Não Classificados;BAOA39
ISHARES CORE CONSERVATIVE ALLOCATION ETF;BKR CSV ALOC;50010;0;Não Classificados;BAOK39
ISHARES CORE DIVIDEND GROWTH ETF;COREDIVGROWT;79588;0;Não Classificados;BGWH39
ISHARES CORE GROWTH ALLOCATION ETF;BKR GRO ALOC;50022;0;Não Classificados;BAOR39
ISHARES CORE HIGH DIVIDEND ETF;BKR CORE HDV;50408;0;Não Classificados;BHDV39
ISHARES CORE INTERNATIONAL AGGREGATE BOND ETF;BKR INTLAGGT;50050;0;Não Classificados;BIAG39
ISHARES CORE MODERATE ALLOCATION ETF;BKR MOD ALOC;50023;0;Não Classificados;BAOM39
ISHARES CORE MSCI EAFE ETF;COREMSCIEAFE;79170;0;Não Classificados;BIEF39
ISHARES CORE MSCI EMERGING MARKETS ETF;COREMSCI EMK;79189;0;Não Classificados;BIEM39
ISHARES CORE MSCI EUROPE ETF;COREMSCI EUR;79405;0;Não Classificados;BIEU39
ISHARES CORE MSCI PACIFIC ETF;BKR CORPACIF;50829;0;Não Classificados;BIPC39
ISHARES CORE MSCI TOTAL INTERNATIONAL STOCK ETF;BKR TI STOCK;50056;0;Não Classificados;BIXU39
ISHARES CORE S&P 500 ETF;CORE SP 500;79154;0;Não Classificados;BIVB39
ISHARES CORE S&P MID-CAP ETF;CORE MIDCAP;79294;0;Não Classificados;BIJH39
ISHARES CORE S&P SMALL-CAP ETF;CORESMALLCAP;79308;0;Não Classificados;BIJR39
ISHARES CORE S&P TOTAL US STOCK MARKET ETF;CORE SP TOTA;79073;0;Não Classificados;BITO39
ISHARES CORE TOTAL USD BOND MARKET ETF;BKR CORE TOT;50221;0;Não Classificados;BIUS39
ISHARES CORE U.S. AGGREGATE BOND ETF;BKR US AGGRE;50015;0;Não Classificados;BAGG39
ISHARES CORE US REIT ETF;CORE US REIT;79650;0;Não Classificados;BUSR39
ISHARES CURRENCY HEDGED MSCI EAFE ETF;CURHEDGEMSCI;79472;0;Não Classificados;BHEF39
ISHARES CURRENCY HEDGED MSCI EUROZONE ETF;BKR CH EUROZ;50838;0;Não Classificados;BHEZ39
ISHARES CURRENCY HEDGED MSCI JAPAN ETF;BKR CH JAPAN;50839;0;Não Classificados;BHEW39
ISHARES CYBERSECURITY AND TECH ETF;BKR CYBTECH;50467;0;Não Classificados;BIHA39
ISHARES EMERGING MARKETS DIVIDEND ETF;BKR EMER DIV;50011;0;Não Classificados;BDVE39
ISHARES ESG AWARE MSCI EAFE ETF;TRTMSCI EAFE;79260;0;Não Classificados;BEGD39
ISHARES ESG AWARE MSCI EM ETF;INC ESG AWAR;79278;0;Não Classificados;BEGE39
ISHARES ESG AWARE MSCI USA ETF;TRUSTMSCI US;79251;0;Não Classificados;BEGU39
ISHARES ESG AWARE US AGGREGATE BOND ETF;BKR ESG AGGR;50006;0;Não Classificados;BEAG39
ISHARES ESG AWARE USD CORPORATE BOND ETF;BKR ESG AWCP;50246;0;Não Classificados;BSUC39
ISHARES ESG MSCI USA LEADERS ETF;ESGMSCIUSA L;79677;0;Não Classificados;BSUS39
ISHARES ETHEREUM TRUST ETF;BKR ETHEREUM;50037;0;Não Classificados;ETHA39
ISHARES EUROPE ETF;EUROPE ETF;79430;0;Não Classificados;BIEV39
ISHARES EXPANDED TECH-SOFTWARE SECTOR ETF;BKR TECHSOFT;50825;0;Não Classificados;BIET39
ISHARES EXPONENTIAL TECHNOLOGIES ETF;EXPON TECHNL;79243;0;Não Classificados;BXTC39
ISHARES FALLEN ANGELS USD BOND ETF;BKR FLL ANGL;50007;0;Não Classificados;BFAL39
ISHARES FLOATING RATE BOND ETF;BKR FLOAT RT;50254;0;Não Classificados;BFLO39
ISHARES FUTURE AI & TECH ETF;BKR FUT AIT;50556;0;Não Classificados;BARY39
ISHARES GENOMICS IMMUNOLOGY AND HEALTHCARE ETF;BKR GENO IMM;50521;0;Não Classificados;BIDN39
ISHARES GLOBAL 100 ETF;BKR GLOB100;50057;0;Não Classificados;BGLC39
ISHARES GLOBAL CLEAN ENERGY ETF;BKR GL CLEAN;79901;0;Não Classificados;BICL39
ISHARES GLOBAL CONSUMER STAPLES ETF;BKR GB STAMP;50416;0;Não Classificados;BKXI39
ISHARES GLOBAL ENERGY ETF;BKR GLB ENER;50827;0;Não Classificados;BIXC39
ISHARES GLOBAL FINANCIALS ETF;BKR GL FIN;79855;0;Não Classificados;BIXG39
ISHARES GLOBAL HEALTHCARE ETF;GLOBALHEALTH;79324;0;Não Classificados;BIXJ39
ISHARES GLOBAL INFRASTRUCTURE ETF;GLOBAL INFRA;79235;0;Não Classificados;BIGF39
ISHARES GLOBAL REIT ETF;GLOBAL REIT;79669;0;Não Classificados;BGRT39
ISHARES GLOBAL TECH ETF;GLOBAL TECH;79332;0;Não Classificados;BIXN39
ISHARES GOLD TRUST;GOLD TRUST;79006;0;Não Classificados;BIAU39
ISHARES GSCI COMMODITY DYNAMIC ROLL STRATEGY ETF;BKR COMT ROL;50020;0;Não Classificados;BCOM39
ISHARES IBOXX HIGH YIELD CORPORATE BOND ETF;BKR IBOXX HY;50211;0;Não Classificados;BHYG39
ISHARES IBOXX INVESTMENT GRADE CORPORATE BOND ETF;BKR IBOX IGC;50238;0;Não Classificados;BLQD39
ISHARES INTERNATIONAL SELECT DIVIDEND ETF;BKR INTL SLD;50021;0;Não Classificados;BIDV39
ISHARES INTERNATIONAL TREASURY BOND ETF;BKR INTL TRS;50052;0;Não Classificados;BIGO39
ISHARES LATIN AMERICA 40 ETF;LATIN AMER40;79146;0;Não Classificados;BILF39
ISHARES MBS ETF;BKR MBS;50005;0;Não Classificados;BMBB39
ISHARES MORTGAGE REAL ESTATE ETF;BKR MORTGAGE;50475;0;Não Classificados;BMRE39
ISHARES MSCI ACWI ETF;MSCI ACWI;79162;0;Não Classificados;BACW39
ISHARES MSCI ACWI LOW CARBON TARGET ETF;BKR LOWCARBO;50531;0;Não Classificados;BCRB39
ISHARES MSCI AGRICULTURE PRODUCERS ETF;BKR GBL AGRO;50835;0;Não Classificados;BVEG39
ISHARES MSCI ALL COUNTRY ASIA EX JAPAN ETF;MSCI ASIA JP;79030;0;Não Classificados;BAAX39
ISHARES MSCI AUSTRALIA ETF;MSCIAUSTRALI;79626;0;Não Classificados;BEWA39
ISHARES MSCI BRAZIL ETF;MSCI BRAZIL;79383;0;Não Classificados;BEWZ39
ISHARES MSCI CANADA ETF;MSCI CANADA;79618;0;Não Classificados;BEWC39
ISHARES MSCI CHILE ETF;BKR CHILE;50058;0;Não Classificados;BECH39
ISHARES MSCI CHINA A ETF;BKR CHINA A;50424;0;Não Classificados;BCNY39
ISHARES MSCI CHINA ETF;MSCI CHINA;79227;0;Não Classificados;BCHI39
ISHARES MSCI EAFE ETF;MSCI EAFE;79014;0;Não Classificados;BEFA39
ISHARES MSCI EAFE GROWTH ETF;MSCIEAFEGROW;79537;0;Não Classificados;BEFG39
ISHARES MSCI EAFE MIN VOL FACTOR ETF;MSCIMINVOL F;79464;0;Não Classificados;BFAV39
ISHARES MSCI EAFE SMALL-CAP ETF;BKR MS EAFE;79880;0;Não Classificados;BSCZ39
ISHARES MSCI EAFE VALUE ETF;MSCIEAFEVALU;79561;0;Não Classificados;BEFV39
ISHARES MSCI EMERGING MARKETS ETF;MSCI EMGMARK;79022;0;Não Classificados;BEEM39
ISHARES MSCI EMERGING MARKETS EX CHINA ETF;BKR EME XCHI;50012;0;Não Classificados;BEMC39
ISHARES MSCI EMERGING MARKETS MIN VOL FACTOR ETF;MSCIEMMRKMI;79499;0;Não Classificados;BEMV39
ISHARES MSCI EUROPE FINANCIALS ETF;BKR EURP FNC;50483;0;Não Classificados;BEUF39
ISHARES MSCI EUROZONE ETF;MSCIEUROZONE;79391;0;Não Classificados;BEZU39
ISHARES MSCI FRANCE ETF;MSCI FRANCE;79642;0;Não Classificados;BEWQ39
ISHARES MSCI GERMANY ETF;MSCI GERMANY;79103;0;Não Classificados;BEWG39
ISHARES MSCI GLOBAL METALS & MINING PRODUCERS ETF;BKR GBMM PRD;50548;0;Não Classificados;BPIC39
ISHARES MSCI GLOBAL MIN VOL FACTOR ETF;MSCIGLMIVOLF;79596;0;Não Classificados;BCWV39
ISHARES MSCI GLOBAL SUSTAINABLE DEVELOP GOALS ETF;BKR GB SDVGO;50564;0;Não Classificados;BSDG39
ISHARES MSCI HONG KONG ETF;MSCIHONGKONG;79359;0;Não Classificados;BEWH39
ISHARES MSCI INDIA ETF;MSCI INDIA;79375;0;Não Classificados;BNDA39
ISHARES MSCI JAPAN ETF;MSCI JAPAN;79200;0;Não Classificados;BEWJ39
ISHARES MSCI MEXICO ETF;MSCI MEXICO;79111;0;Não Classificados;BEWW39
ISHARES MSCI PACIFIC EX JAPAN ETF;BKR MSCI JPN;50837;0;Não Classificados;BEPP39
ISHARES MSCI RUSSIA ETF;BKR MS RUSS;79871;0;Não Classificados;BERU39
ISHARES MSCI SAUDI ARABIA ETF;BKR S.A.UDARAB;50432;0;Não Classificados;BKSA39
ISHARES MSCI SOUTH KOREA ETF;MSCISOUTHKOR;79340;0;Não Classificados;BEWY39
ISHARES MSCI SPAIN ETF;MSCI SPAIN;79120;0;Não Classificados;BEWP39
ISHARES MSCI SWITZERLAND ETF;MSCI SWITZER;79634;0;Não Classificados;BEWL39
ISHARES MSCI TAIWAN ETF;MSCI TAIWAN;79367;0;Não Classificados;BEWT39
ISHARES MSCI UNITED KINGDOM ETF;MSCI UK;79090;0;Não Classificados;BEWU39
ISHARES MSCI USA EQUAL WEIGHTED ETF;BKR EQUALWG;50055;0;Não Classificados;BEUW39
ISHARES MSCI USA ESG SELECT ETF;BKR MS USA S;79928;0;Não Classificados;BUSA39
ISHARES MSCI USA MIN VOL FACTOR ETF;MSCI US MVOL;79081;0;Não Classificados;BUSM39
ISHARES MSCI USA MOMENTUM FACTOR ETF;MSCIUSAMOM F;79480;0;Não Classificados;BMTU39
ISHARES MSCI USA QUALITY FACTOR ETF;MSCIUSQUAL F;79502;0;Não Classificados;BQUA39
ISHARES MSCI USA SIZE FACTOR ETF;MSCIUSASIZF;79510;0;Não Classificados;BSIZ39
ISHARES MSCI USA VALUE FACTOR ETF;MSCIUSVALUEF;79545;0;Não Classificados;BVLU39
ISHARES MSCI WORLD ETF;BKR MS WLD;79910;0;Não Classificados;BURT39
ISHARES NORTH AMERICAN NATURAL RESOURCES ETF;BKR NAM NATU;50823;0;Não Classificados;BIGE39
ISHARES PREFERRED & INCOME SECURITIES ETF;PREFERINCOME;79316;0;Não Classificados;N/A
ISHARES RESIDENTIAL MULTISECTOR REAL ESTATE ETF;BKR RESMULTS;50491;0;Não Classificados;BREZ39
ISHARES RUSSELL 1000 GROWTH ETF;RUSSEL1000GR;79570;0;Não Classificados;BIWF39
ISHARES RUSSELL 2000 ETF;RUSSELL 2000;79065;0;Não Classificados;BIWM39
ISHARES S&P 100 ETF;BKR SP100;79847;0;Não Classificados;BOEF39
ISHARES S&P 500 GROWTH ETF;SP500GROWTH;79456;0;Não Classificados;BIVW39
ISHARES S&P 500 VALUE ETF;SP500 VALUE;79448;0;Não Classificados;BIVE39
ISHARES S&P SMALL-CAP 600 VALUE ETF;BKR SPSM600V;50441;0;Não Classificados;BIJS39
ISHARES SELECT DIVIDEND ETF;SELECT DIVID;79049;0;Não Classificados;BDVY39
ISHARES SELF-DRIVING EV AND TECH ETF;BKR SELFDRIV;50505;0;Não Classificados;BIDR39
ISHARES SEMICONDUCTOR ETF;BKR SEMICOND;79898;0;Não Classificados;BSOX39
ISHARES SHORT TREASURY BOND ETF;BKR SHORT TR;50297;0;Não Classificados;BSHV39
ISHARES SILVER TRUST;SILVER TRUST;79057;0;Não Classificados;BSLV39
ISHARES TIPS BOND ETF;BKR TIP;50019;0;Não Classificados;BTIP39
ISHARES TREASURY FLOATING RATE BOND ETF;BKR FLOT RTE;50013;0;Não Classificados;BTFL39
ISHARES U.S. BASIC MATERIALS ETF;BKR BASICMAT;50833;0;Não Classificados;BIYM39
ISHARES U.S. ENERGY ETF;BKR US ENER;79863;0;Não Classificados;BIYE39
ISHARES U.S. FINANCIAL SERVICES ETF;USFINANCSERV;79553;0;Não Classificados;BIYG39
ISHARES U.S. HEALTHCARE PROVIDERS ETF;BKR HEALTHPR;50834;0;Não Classificados;BIHF39
ISHARES U.S. HOME CONSTRUCTION ETF;BKR HM CNSTR;50828;0;Não Classificados;BITB39
ISHARES U.S. INDUSTRIALS ETF;BKR US INDLS;50831;0;Não Classificados;BIYJ39
ISHARES U.S. MEDICAL DEVICES ETF;USMEDICDEVIC;79529;0;Não Classificados;BIHI39
ISHARES U.S. REGIONAL BANKS ETF;BKR REGBANK;50054;0;Não Classificados;BIAT39
ISHARES US AEROSPACE & DEFENSE ETF;US AEROSPACE;79138;0;Não Classificados;BAER39
ISHARES US CONSUMER DISCRETIONARY ETF;BKR CODISCRT;50459;0;Não Classificados;BIYC39
ISHARES US CONSUMER STAPLES ETF;BKR COSTAPLE;50513;0;Não Classificados;BIYK39
ISHARES US FINANCIALS ETF;US FINANCIAL;79219;0;Não Classificados;BIYF39
ISHARES US INFRASTRUCTURE ETF;BKR US INFRA;50572;0;Não Classificados;BIFR39
ISHARES US OIL & GAS EXPLORATION & PRODUCTION ETF;BKR OIL GAS;50836;0;Não Classificados;BIEO39
ISHARES US PHARMACEUTICALS ETF;BKR PHARMACL;50832;0;Não Classificados;BIHE39
ISHARES US TECHNOLOGY ETF;US TECHNOLOG;79197;0;Não Classificados;BIYW39
ISHARES US TRANSPORTATION ETF;BKR TRANSPTN;50840;0;Não Classificados;BIYP39
ISHARES US TREASURY BOND ETF;BKR US TREAS;50262;0;Não Classificados;BGOV39
ISHARES US UTILITIES ETF;BKR US UTILT;50581;0;Não Classificados;BUTL39
ISHARES USD GREEN BOND ETF;BKR US GREEN;50001;0;Não Classificados;BBGR39
ISOLUX ENERGIA E PARTICIPACOES S/A;ISOLUXPART;904474;4726861000102;Não Classificados;N/A
I-SYSTEMS SOLUCOES DE INFRAESTRUTURA S/A;I-SYSTEMS;900291;40166794000182;Não Classificados;N/A
ITABATA PARTICIPACOES S.A.;ITABATA;900533;42329495000147;Não Classificados;N/A
ITAMARACA TRANSMISSORA SPE S.A;ITAMARACATRA;915421;29774606000166;Não Classificados;N/A
ITAPEBI GERACAO DE ENERGIA S.A.;ITAPEBI;19364;2397080000196;Energia Elétrica;N/A
ITAPOÁ PARTICIPAÇÕES S.A.;ITAPOAPARTI;913772;22636117000107;Não Classificados;N/A
ITAPOA TERMINAIS PORTUARIOS S.A.;ITAPOA;904540;1317277000105;Não Classificados;N/A
ITAPUA PARTICIPACOES LTDA;ITAPUA PART;916714;44179007000198;Não Classificados;N/A
ITAREMA GERACAO DE ENERGIA S.A.;ITAREMAENERG;904532;13234214000174;Não Classificados;N/A
ITAU UNIBANCO HOLDING S.A.;ITAUUNIBANCO;19348;60872504000123;Bancos;ITUB3, ITUB4
ITAUSA S.A.;ITAUSA;7617;61532644000115;Holdings Diversificadas;ITSA3, ITSA4
ITER PARTICIPACOES S.A. ;ITER;900411;43697470000169;Não Classificados;N/A
ITIQUIRA ENERGETICA S.A.;ITIQUIRAENER;917483;185041000108;Não Classificados;N/A
ITR COMERCIO DE PNEUS E PECAS S.A.;ITRCOMERCIOD;915561;15426874000182;Não Classificados;N/A
IVI ENERGIA S.A.;IVI ENERGIA;900193;50167742000184;Não Classificados;N/A
J A SAUDE ANIMAL INDUSTRIA COMERCIO PRODUTOS VETER;JASAUDE ANIM;914580;3749465000138;Não Classificados;N/A
J. MALUCELLI ENERGIA S/A;JMALUC;904649;4407406000144;Não Classificados;N/A
JA AGRONEGÓCIOS COMÉRCIO E DISTRIBUIÇÃO DE PRODUTO;JA AGRONE;900318;29997296000149;Não Classificados;N/A
JAGUAR INDÚSTRIA E COMÉRCIO DE PLÁSTICOS S.A.;JAGUAR;917668;48839872000174;Não Classificados;N/A
JAIBA SE1 ENERGIAS RENOVÁVEIS S.A.;JAIBA SE1;917628;34705208000128;Não Classificados;N/A
JALLES MACHADO S.A.;JALLESMACHAD;25496;2635522000195;Açucar e Alcool;JALL3
JANAUBA TRANSMISSORA DE ENERGIA ELETRICA S.A.;JANAUBA;910752;26617923000180;Não Classificados;N/A
JANUARIO DE NAPOLI GERACAO DE ENERGIA S/A;JANUARIO NG;900187;27816584000124;Não Classificados;N/A
JAURU TRANSMISSORA DE ENERGIA S/A;JAURUENERGIA;904557;8583456000133;Não Classificados;N/A
JBS S.A.;JBS;20575;2916265000160;Carnes e Derivados;JBSS3
JCPM PARTICIPACOES E EMPREENDIMENTOS S/A;JCPMPARTICIP;904573;11483096000102;Não Classificados;N/A
JEF INVESTIMENTOS S.A.;JEFINVEST;904599;350763000162;Não Classificados;N/A
JFL V HOUSE INVESTIMENTOS IMOBILIARIOS S. A.;JFLVHOUSE;904615;28131713000103;Não Classificados;N/A
JHSF MANAUS EMPREENDIMENTOS E INCORPORACOES S.A.;JHSFMANAUS;904623;9547849000154;Não Classificados;N/A
JHSF PARTICIPACOES S.A.;JHSF PART;20605;8294224000165;Incorporações;JHSF3
JIVE INVESTMENTS CONSULTORIA S.A.;JIVE INVEST;916494;12600032000107;Não Classificados;N/A
JOAO FORTES ENGENHARIA S.A.;JOAO FORTES;7811;33035536000100;Incorporações;JFEN3
JOHN DEERE DTVM LTDA;JOHN DEERE;911743;87963450000168;Não Classificados;N/A
JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;JOSAPAR;13285;87456562000122;Alimentos Diversos;JOPA3, JOPA4
JOST BRASIL SISTEMAS AUTOMOTIVOS LTDA;JOST BRASIL;900479;843966000190;Não Classificados;N/A
JOTA ELE CONSTRUCOES CIVIS S.A.;JOTAELE;904607;77591402000132;Não Classificados;N/A
JPMORGAN BETABUILDERS CANADA ETF;JP BTB CANAD;50696;0;Não Classificados;BBCN39
JPMORGAN BETABUILDERS DEV ASIA PACIFIC-EX JPN ETF;JP BTB ASIA;79808;0;Não Classificados;BBAJ39
JPMORGAN BETABUILDERS EUROPE ETF;JP BTB EUROP;79805;0;Não Classificados;BBER39
JPMORGAN BETABUILDERS INTERNATIONAL EQUITY ETF;JP BTB INTL;79807;0;Não Classificados;BBIL39
JPMORGAN BETABUILDERS JAPAN ETF;JP BTB JAPAO;79806;0;Não Classificados;BBJP39
JPMORGAN BETABUILDERS MSCI US REIT ETF;JP BTB REIT;50701;0;Não Classificados;BBMR39
JPMORGAN BETABUILDERS US EQUITY ETF;JP BTB USEQ;50734;0;Não Classificados;BBUS39
JPMORGAN BETABUILDERS US MID CAP EQUITY ETF;JP BTB RETUR;50726;0;Não Classificados;BMCE39
JPMORGAN CHASE BANK NATIONAL ASSOCIATION;MORGANBC;904656;46518205000164;Não Classificados;N/A
JPMORGAN DIVERSIFIED RETURN EMERG MARKT EQUITY ETF;JP DV US EME;50769;0;Não Classificados;BPEM39
JPMORGAN DIVERSIFIED RETURN INTERNATION EQUITY ETF;JP RETU INTL;50718;0;Não Classificados;BJPI39
JPMORGAN DIVERSIFIED RETURN US EQUITY ETF;JP DIVRET US;50751;0;Não Classificados;BPUS39
JPMORGAN DIVERSIFIED RETURN US MID CAP EQUITY ETF;JP DV USMID;50785;0;Não Classificados;BPME39
JPMORGAN DIVERSIFIED RETURN US SMALLCAP EQUITY ETF;JP DV US SM;50807;0;Não Classificados;BDRE39
JPMORGAN US MOMENTUM FACTOR ETF;JP US MO FAC;50793;0;Não Classificados;BMOM39
JPMORGAN US QUALITY FACTOR ETF;JP QLT FACT;50742;0;Não Classificados;BJQU39
JPMORGAN US VALUE FACTOR ETF;JP US VL FAC;50777;0;Não Classificados;BVLF39
JSL S.A.;JSL;22020;52548435000179;Transporte Rodoviário;JSLG3
JURUENA PARTICIPACOES E INVESTIMENTOS S/A;JURUENA PART;911339;7655515000179;Não Classificados;N/A
KABUM COMÉRCIO ELETRÔNICO S.A.;KABUMCOMÉRC;917487;5570714000159;Não Classificados;N/A
KALLAS INCORPORACOES E CONSTRUCOES S.A.;KALLAS;25798;9146451000106;Incorporações;KLAS3
KANASTRA SECURITIZADORA S.A. ;KANASTRA;900190;48238484000138;Não Classificados;N/A
KANASTRA-1 COMPANHIA SECURITIZADORA DE CRÉDITOS FI;KANASTRA 1;900475;57626348000106;Não Classificados;N/A
KANASTRA-2 COMPANHIA SECURITIZADORA DE CREDITOS FI;KANASTRA 2;900539;58477844000108;Não Classificados;N/A
KARSTEN S.A.;KARSTEN;4146;82640558000104;Fios e Tecidos;CTKA3, CTKA4
KATAYAMA ALIMENTOS LTDA;KATAYAMA;913889;47765979000152;Não Classificados;N/A
KATRIUM INDUSTRIAS QUIMICAS S/A;KATRIUM INDU;913566;28789998000174;Não Classificados;N/A
KC TEC. SERV. IMOB. DE INTERNET. EMP. E PART. LTDA;KCTECINTERNE;915744;30435543000100;Não Classificados;N/A
KEPLER WEBER S.A.;KEPLER WEBER;7870;91983056000169;Máq. e Equip. Industriais;KEPL3
KING FOOD COMERCIO DE ALIMENTOS S/A;KINGFOOD;904680;7400611000176;Não Classificados;N/A
KIRTON BANK S.A - BANCO MULTIPLO;KIRTONBM;904276;1701201000189;Não Classificados;N/A
KLABIN S.A.;KLABIN S.A.;12653;89637490000145;Papel e Celulose;KLBN3, KLBN4, KLBN11
KOMPASS COMPANHIA SECURITIZADORA DE CRÉDITOS FINAN;KOMPASS COMP;914408;39382913000155;Não Classificados;N/A
KORA SAÚDE PARTICIPAÇÕES S.A;KORA S.A.UDE;25879;13270520000166;Serv.Méd.Hospit..Análises e Diagnósticos;KRSA3
KPAR EMPREENDIMENTOS E PARTICIPAÇÕES LTDA ;KPAR EMP;900139;52009330000141;Não Classificados;N/A
KRANESHARES BOSERA MSCI CHINA A 50 CONNECT IDX ETF;KR MSCI CH50;50045;0;Não Classificados;BKBA39
KRANESHARES CSI CHINA INTERNET ETF;KR CSI CHINA;50044;0;Não Classificados;BKWB39
KRONA TUBOS E CONEXÕES LTDA ;KRONA;900218;145602000137;Não Classificados;N/A
KUHN DO BRASIL  S.A. ¿ IMPLEMENTOS AGRICOLAS;KUHN;904714;6216625000171;Não Classificados;N/A
KURUMA VEICULOS S/A;KURUMA;904706;827783000181;Não Classificados;N/A
LABORATORIO  TEUTO BRASILEIRO S.A.;LABTEUTOBR;908798;17159229000176;Não Classificados;N/A
LABORATORIO SABIN DE ANALISES CLINICAS S.A.;LAB S.A.BIN S.A.;911487;718528000109;Não Classificados;N/A
LAFARGEHOLCIM BRASIL S.A.;LAFARGEHOLCI;904243;60869336000117;Não Classificados;N/A
LAGO CENTER EMPREENDIMENTOS IMOBILIÁRIOS S.A.;LAGO CENTER;900145;38214919000150;Não Classificados;N/A
LAGO DA PEDRA PARTICIPACOES S/A;LAGOPEDRAPAR;904854;29736734000115;Não Classificados;N/A
LAGOA 1 ENERGIA RENOVAVEL S.A.;LAGOA1;904847;21540697000163;Não Classificados;N/A
LAJEADO ENERGIA S.A.;LAJEADOENERG;904896;3460864000184;Não Classificados;N/A
LAMBDA ENERGIA S.A..;LAMBDAENERG;904946;30881433000164;Não Classificados;N/A
LAMBDA II ENERGIA S/A;LAMBDA II;911768;34216487000166;Não Classificados;N/A
LARGO DA CARIOCA PARTICIPACOES S.A.;LARGODACARIO;917397;35687756000135;Não Classificados;N/A
LAVRAS II HOLDING 2 S.A;LAVRASIIHOLD;916172;40690178000126;Não Classificados;N/A
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;LAVVI;25062;26462693000128;Incorporações;LAVV3
LAZAM  MDS CORRETORA ADMINISTRADORA SEGUROS S.A.;LAZAMMDSCOR;914945;48114367000162;Não Classificados;N/A
LC ENERGIA HOLDING SA;LC ENERGIA H;915058;32997529000118;Não Classificados;N/A
LC INVESTIMENTOS HOLDING S.A..;LC INVESTIME;914341;38220895000142;Não Classificados;N/A
LC-EH PARTICIPACOES E EMPREENDIMENTOS S.A.;LCEHPART;904755;2986755000132;Não Classificados;N/A
LDI DESENVOLVIMENTO IMOBILIARIO S/A;LDI;904870;7071841000139;Não Classificados;N/A
LEASEPLAN ARRENDAMENTO MERCANTIL S/A;LEASEPLANAM;905059;4836002000176;Não Classificados;N/A
LEMVIG RJ INFRAESTRUTURA E REDES DE TELECOMUNICAC0;LEMVIG;900300;36741993000108;Não Classificados;N/A
LEST LINHAS DE ENERGIA DO SERTAO TRANSMISSORA S.A.;LEST LINHAS;911545;24100518000165;Não Classificados;N/A
LETS RENT A CAR S/A;LETSRENTACAR;27383;873894000124;Aluguel de carros;N/A
LFP PARTICIPACOES S/A;LFP PARTICIP;912469;35203155000100;Não Classificados;N/A
LG INFORMÁTICA S.A.;LUGAR DE GNT;900331;1468594000122;Não Classificados;N/A
LIFEMED INDUSTRIAL EQUIP. DE ART. MÉD. HOSP. S.A.;LIFEMED;24872;2357251000153;Equipamentos;LMED3
LIGGA TELECOMUNICACOES S.A.;LIGGA TELEC;902221;4368865000166;Não Classificados;N/A
LIGHT ENERGIA S.A.;LIGHTENERG;2300;1917818000136;Não Classificado;N/A
LIGHT S.A.;LIGHT S.A.;19879;3378521000175;Energia Elétrica;LIGT3, LIGT12
LIGHT SERVICOS DE ELETRICIDADE S.A.;LIGHT;8036;60444437000146;Energia Elétrica;LIGH-DEBE1
LIGUE MOVEL S.A.;LIGUEMOVELSA;916031;10442435000140;Não Classificados;N/A
